HiveID,CliID,Number,Year,Season,Status,Place,Cause.of.death,DeadCnt,SuperLoc,SuperCli,MaxHive,RepCnt,Y_LOC,Wgt_Y,City,Water_Pct,NDVI_mean,Canopy_Pct,Tree_Nec,Tree_Pol,Tree_NP,Build_Pct,Hghwy_len,ArtTot_len,NO2_mean,AQI,O3,Smoke,PM25_mean,BckYrdDup_mean,BckYrd_mean,Own_mean,MedInc_mean,HvCnt_Full,Nobuild_Pct,NoTree_Pct,NDVI_0_20,NDVI_20_50,NDVI_50_100,Out_Pct,HvCnt,HvCnt_Jenks,HvCnt_log,HvCnt_log2,Status_Binary,MedInc_Qrt,MedInc_Q1,Water_Bi,Water_Pct_1,Build_Pct_1,Hghwy_len_Binary
304.1,304,1,2020,Spg,Healthy,Ground,Unknown,2,FALSE,FALSE,1,2,2870,0.000348432,MTL,4.83E-05,0.242206284,0.300654339,2187.155133,2777.404023,2777,0.261446655,0,7387.932612,13.41041212,38.83,22.09,6.9,7.373034365,0.11955948,0.037316115,0.181163928,48709.29384,9,0,0.010586873,0.392253931,0.563482819,0.04426325,NA,1,<2,0,0,1,2,0,0,0.010048341,0.271446655,0
304.1,304,1,2021,Spg,Healthy,Ground,Unknown,2,FALSE,FALSE,1,2,2801,0.000357015,MTL,4.83E-05,0.242206284,0.300654339,2187.155133,2777.404023,2777,0.261446655,0,7387.932612,13.41041212,38.83,22.09,6.9,7.373034365,0.11955948,0.037316115,0.181163928,48709.29384,9,0,0.010586873,0.392253931,0.563482819,0.04426325,NA,1,<2,0,0,1,2,0,0,0.010048341,0.271446655,0
304.1,304,1,2022,Spg,Healthy,Ground,Unknown,2,FALSE,FALSE,1,2,2214,0.000451671,MTL,4.83E-05,0.242206284,0.300654339,2187.155133,2777.404023,2777,0.261446655,0,7387.932612,13.41041212,38.83,22.09,6.9,7.373034365,0.11955948,0.037316115,0.181163928,48709.29384,9,0,0.010586873,0.392253931,0.563482819,0.04426325,NA,1,<2,0,0,1,2,0,0,0.010048341,0.271446655,0
349.1,349,1,2018,Spg,Dead,Roof,Undiagnosed,5,FALSE,FALSE,2,0,2955,0.000676819,MTL,0.003810224,0.146605448,0.164272391,2509.098764,4103.477335,4103,0.341074586,1617.648441,9652.367311,16.51328275,38.83,22.09,6.9,7.753498148,0.127587243,0.02608041,0.299239061,48719.67987,69,0,0.059821784,0.798485731,0.187827606,0.013686663,NA,20,<50,2.995732274,4.321928095,0,2,0,1,0.013810224,0.351074586,0
349.2,349,2,2018,Spg,Dead,Roof,Undiagnosed,3,FALSE,FALSE,2,0,2955,0.000676819,MTL,0.003810224,0.146605448,0.164272391,2509.098764,4103.477335,4103,0.341074586,1617.648441,9652.367311,16.51328275,38.83,22.09,6.9,7.753498148,0.127587243,0.02608041,0.299239061,48719.67987,69,0,0.059821784,0.798485731,0.187827606,0.013686663,NA,20,<50,2.995732274,4.321928095,0,2,0,1,0.013810224,0.351074586,0
349.1,349,1,2019,Spg,Dead,Roof,Undiagnosed,5,FALSE,FALSE,2,1,3176,0.000629723,MTL,0.003810224,0.146605448,0.164272391,2509.098764,4103.477335,4103,0.341074586,1617.648441,9652.367311,16.51328275,38.83,22.09,6.9,7.753498148,0.127587243,0.02608041,0.299239061,48719.67987,69,0,0.059821784,0.798485731,0.187827606,0.013686663,NA,17,<50,2.833213344,4.087462841,0,2,0,1,0.013810224,0.351074586,0
349.2,349,2,2019,Spg,Dead,Roof,Undiagnosed,3,FALSE,FALSE,2,1,3176,0.000629723,MTL,0.003810224,0.146605448,0.164272391,2509.098764,4103.477335,4103,0.341074586,1617.648441,9652.367311,16.51328275,38.83,22.09,6.9,7.753498148,0.127587243,0.02608041,0.299239061,48719.67987,69,0,0.059821784,0.798485731,0.187827606,0.013686663,NA,17,<50,2.833213344,4.087462841,0,2,0,1,0.013810224,0.351074586,0
349.1,349,1,2020,Spg,Healthy,Roof,Unknown,5,FALSE,FALSE,2,2,2870,0.000696864,MTL,0.003810224,0.146605448,0.164272391,2509.098764,4103.477335,4103,0.341074586,1617.648441,9652.367311,16.51328275,38.83,22.09,6.9,7.753498148,0.127587243,0.02608041,0.299239061,48719.67987,69,0,0.059821784,0.798485731,0.187827606,0.013686663,NA,7,<10,1.945910149,2.807354922,1,2,0,1,0.013810224,0.351074586,0
349.2,349,2,2020,Spg,Healthy,Roof,Unknown,3,FALSE,FALSE,2,2,2870,0.000696864,MTL,0.003810224,0.146605448,0.164272391,2509.098764,4103.477335,4103,0.341074586,1617.648441,9652.367311,16.51328275,38.83,22.09,6.9,7.753498148,0.127587243,0.02608041,0.299239061,48719.67987,69,0,0.059821784,0.798485731,0.187827606,0.013686663,NA,7,<10,1.945910149,2.807354922,1,2,0,1,0.013810224,0.351074586,0
349.1,349,1,2021,Spg,Dead,Roof,Tiny cluster,5,FALSE,FALSE,2,2,2801,0.000714031,MTL,0.003810224,0.146605448,0.164272391,2509.098764,4103.477335,4103,0.341074586,1617.648441,9652.367311,16.51328275,38.83,22.09,6.9,7.753498148,0.127587243,0.02608041,0.299239061,48719.67987,69,0,0.059821784,0.798485731,0.187827606,0.013686663,NA,7,<10,1.945910149,2.807354922,0,2,0,1,0.013810224,0.351074586,0
